  z                 v                vq               dif
   30.0106468      0.166576490      0.166607544       1.86390243E-02
   30.0399990      0.166413769      0.166444749       1.86124910E-02
   30.0693531      0.166251391      0.166282266       1.85679495E-02
   30.0987053      0.166089222      0.166120097       1.85860749E-02
   30.1280575      0.165927559      0.165958256       1.84964538E-02
   30.1574116      0.165766075      0.165796727       1.84875112E-02
   30.1867638      0.165604874      0.165635511       1.84965096E-02
   30.2161179      0.165444091      0.165474594       1.84334498E-02
   30.2454700      0.165283546      0.165314019       1.84333269E-02
   30.2748222      0.165123418      0.165153742       1.83609910E-02
   30.3041763      0.164963543      0.164993763       1.83155742E-02
   30.3335285      0.164803922      0.164834097       1.83061957E-02
   30.3628826      0.164644659      0.164674744       1.82696171E-02
   30.3922348      0.164485827      0.164515704       1.81604717E-02
   30.4215870      0.164327160      0.164356977       1.81417447E-02
   30.4509411      0.164168760      0.164198533       1.81320254E-02
   30.4802933      0.164010718      0.164040416       1.81040838E-02
   30.5096474      0.163852945      0.163882583       1.80851500E-02
   30.5389996      0.163695499      0.163725078       1.80661418E-02
   30.5683517      0.163538396      0.163567871       1.80197358E-02
   30.5977058      0.163381547      0.163410947       1.79914460E-02
   30.6270580      0.163224980      0.163254336       1.79813225E-02
   30.6564121      0.163068801      0.163098022       1.79163292E-02
   30.6857643      0.162912771      0.162942007       1.79426279E-02
   30.7151165      0.162757307      0.162786290       1.78041775E-02
   30.7444706      0.162601858      0.162630871       1.78395156E-02
   30.7738228      0.162446886      0.162475750       1.77648347E-02
   30.8031750      0.162292078      0.162320927       1.77726001E-02
   30.8325291      0.162137643      0.162166387       1.77252144E-02
   30.8618813      0.161983460      0.162012160       1.77144948E-02
   30.8912354      0.161829531      0.161858201       1.77129321E-02
   30.9205875      0.161676034      0.161704555       1.76376123E-02
   30.9499397      0.161522761      0.161551207       1.76082347E-02
   30.9792938      0.161369786      0.161398128       1.75603088E-02
   31.0086460      0.161217064      0.161245346       1.75399818E-02
   31.0380001      0.161064610      0.161092848       1.75288357E-02
   31.0673523      0.160912454      0.160940647       1.75176356E-02
   31.0967045      0.160760671      0.160788745       1.74600445E-02
   31.1260586      0.160609096      0.160637110       1.74394213E-02
   31.1554108      0.160457835      0.160485774       1.74094420E-02
   31.1847649      0.160306826      0.160334706       1.73886698E-02
   31.2141171      0.160156190      0.160183936       1.73213128E-02
   31.2434692      0.160005763      0.160033450       1.73003562E-02
   31.2728233      0.159855589      0.159883231       1.72886513E-02
   31.3021755      0.159705803      0.159733310       1.72209181E-02
   31.3315296      0.159556285      0.159583658       1.71530303E-02
   31.3608818      0.159406900      0.159434289       1.71784461E-02
   31.3902340      0.159257889      0.159285203       1.71477497E-02
   31.4195881      0.159109145      0.159136400       1.71263292E-02
   31.4489403      0.158960670      0.158987865       1.71048399E-02
   31.4782944      0.158812478      0.158839613       1.70832798E-02
   31.5076466      0.158664599      0.158691630       1.70334801E-02
   31.5369987      0.158517033      0.158543944       1.69741567E-02
   31.5663528      0.158369601      0.158396512       1.69899557E-02
   31.5957050      0.158222511      0.158249363       1.69680882E-02
   31.6250591      0.158075675      0.158102468       1.69461537E-02
   31.6544113      0.157929242      0.157955870       1.68581102E-02
   31.6837635      0.157783017      0.157809541       1.68076456E-02
   31.7131176      0.157636926      0.157663465       1.68326683E-02
   31.7424698      0.157491207      0.157517672       1.68009475E-02
   31.7718239      0.157345772      0.157372147       1.67596713E-02
   31.8011761      0.157200620      0.157226890       1.67088136E-02
   31.8305283      0.157055661      0.157081902       1.67052634E-02
   31.8598824      0.156911090      0.156937182       1.66257173E-02
   31.8892345      0.156766549      0.156792730       1.66980568E-02
   31.9185867      0.156622499      0.156648546       1.66278146E-02
   31.9479408      0.156478658      0.156504616       1.65859796E-02
   31.9772930      0.156334952      0.156360954       1.66298077E-02
   32.0066452      0.156191722      0.156217560       1.65401474E-02
   32.0359993      0.156048641      0.156074420       1.65171269E-02
   32.0653534      0.155905738      0.155931547       1.65513717E-02
   32.0947037      0.155763328      0.155788943       1.64421778E-02
   32.1240578      0.155621022      0.155646592       1.64284948E-02
   32.1534119      0.155478925      0.155504495       1.64435077E-02
   32.1827660      0.155337214      0.155362651       1.63721982E-02
   32.2121162      0.155195758      0.155221090       1.63199306E-02
   32.2414703      0.155054390      0.155079782       1.63732357E-02
   32.2708244      0.154913485      0.154938713       1.62823517E-02
   32.3001747      0.154772833      0.154797927       1.62105244E-02
   32.3295288      0.154632300      0.154657379       1.62156206E-02
   32.3588829      0.154491991      0.154517084       1.62399877E-02
   32.3882332      0.154352084      0.154377058       1.61774978E-02
   32.4175873      0.154212251      0.154237270       1.62211433E-02
   32.4469414      0.154072911      0.154097736       1.61101222E-02
   32.4762917      0.153933749      0.153958470       1.60569455E-02
   32.5056458      0.153794751      0.153819427       1.60423964E-02
   32.5349998      0.153655976      0.153680652       1.60568841E-02
   32.5643539      0.153517604      0.153542116       1.59646161E-02
   32.5937042      0.153379366      0.153403863       1.59692913E-02
   32.6230583      0.153241292      0.153265834       1.60128400E-02
   32.6524124      0.153103709      0.153128043       1.58910118E-02
   32.6817627      0.152966261      0.152990520       1.58565976E-02
   32.7111168      0.152828962      0.152853236       1.58805866E-02
   32.7404709      0.152691960      0.152716190       1.58655662E-02
   32.7698212      0.152555212      0.152579412       1.58602558E-02
   32.7991753      0.152418807      0.152442858       1.57767143E-02
   32.8285294      0.152282551      0.152306542       1.57517008E-02
   32.8578835      0.152146533      0.152170479       1.57364067E-02
   32.8872337      0.152010843      0.152034685       1.56818535E-02
   32.9165878      0.151875257      0.151899099       1.56958513E-02
   32.9459419      0.151739970      0.151763752       1.56705752E-02
   32.9752922      0.151604980      0.151628673       1.56255718E-02
   33.0046463      0.151470125      0.151493818       1.56394802E-02
   33.0340004      0.151335523      0.151359200       1.56435445E-02
   33.0633507      0.151201293      0.151224837       1.55687621E-02
   33.0927048      0.151067302      0.151090696       1.54839605E-02
   33.1220589      0.150933385      0.150956795       1.55075658E-02
   33.1514130      0.150799736      0.150823131       1.55114289E-02
   33.1807632      0.150666460      0.150689721       1.54361641E-02
   33.2101173      0.150533140      0.150556535       1.55388955E-02
   33.2394714      0.150400385      0.150423571       1.54139455E-02
   33.2688217      0.150267631      0.150290862       1.54573005E-02
   33.2981758      0.150135219      0.150158376       1.54213207E-02
   33.3275299      0.150003076      0.150026113       1.53554566E-02
   33.3568802      0.149871126      0.149894118       1.53391557E-02
   33.3862343      0.149739414      0.149762318       1.52929556E-02
   33.4155884      0.149607897      0.149630770       1.52864829E-02
   33.4449387      0.149476662      0.149499446       1.52401067E-02
   33.4742928      0.149345621      0.149368361       1.52235534E-02
   33.5036469      0.149214908      0.149237484       1.51270702E-02
   33.5330009      0.149084166      0.149106845       1.52102793E-02
   33.5623512      0.148953870      0.148976445       1.51535766E-02
   33.5917053      0.148823678      0.148846269       1.51768401E-02
   33.6210594      0.148693845      0.148716316       1.51099432E-02
   33.6504097      0.148564160      0.148586601       1.51030766E-02
   33.6797638      0.148434684      0.148457095       1.50961773E-02
   33.7091179      0.148305565      0.148327827       1.50088724E-02
   33.7384682      0.148176581      0.148198783       1.49817225E-02
   33.7678223      0.148047835      0.148069963       1.49444388E-02
   33.7971764      0.147919193      0.147941351       1.49775753E-02
   33.8265305      0.147790924      0.147812977       1.49200149E-02
   33.8558807      0.147662714      0.147684827       1.49733210E-02
   33.8852348      0.147534877      0.147556901       1.49257109E-02
   33.9145889      0.147407249      0.147429183       1.48779973E-02
   33.9439392      0.147279829      0.147301704       1.48504088E-02
   33.9732933      0.147152558      0.147174433       1.48632508E-02
   34.0026474      0.147025675      0.147047371       1.47544909E-02
   34.0319977      0.146898881      0.146920562       1.47570828E-02
   34.0613518      0.146772265      0.146793932       1.47596626E-02
   34.0907059      0.146646053      0.146667540       1.46504631E-02
   34.1200600      0.146519840      0.146541357       1.46834161E-02
   34.1494102      0.146393925      0.146415412       1.46756917E-02
   34.1787643      0.146268204      0.146289662       1.46679347E-02
   34.2081184      0.146142736      0.146164134       1.46397529E-02
   34.2374687      0.146017522      0.146038830       1.45910922E-02
   34.2668228      0.145892531      0.145913735       1.45321153E-02
   34.2961769      0.145767659      0.145788848       1.45343430E-02
   34.3255272      0.145643026      0.145664185       1.45263225E-02
   34.3548813      0.145518586      0.145539731       1.45285055E-02
   34.3842354      0.145394430      0.145415470       1.44691896E-02
   34.4135895      0.145270392      0.145291448       1.44917965E-02
   34.4429398      0.145146579      0.145167634       1.45041561E-02
   34.4722939      0.145023063      0.145044014       1.44446036E-02
   34.5016479      0.144899771      0.144920617       1.43849263E-02
   34.5309982      0.144776598      0.144797429       1.43868737E-02
   34.5603523      0.144653723      0.144674450       1.43270046E-02
   34.5897064      0.144530967      0.144551679       1.43288644E-02
   34.6190567      0.144408464      0.144429117       1.42997550E-02
   34.6484108      0.144286126      0.144306764       1.43015534E-02
   34.6777649      0.144163996      0.144184604       1.42930001E-02
   34.7071152      0.144042075      0.144062683       1.43050961E-02
   34.7364693      0.143920407      0.143940940       1.42654339E-02
   34.7658234      0.143799037      0.143819407       1.41635183E-02
   34.7951775      0.143677622      0.143698081       1.42376944E-02
   34.8245277      0.143556625      0.143576965       1.41666774E-02
   34.8538818      0.143435791      0.143456042       1.41162947E-02
   34.8832359      0.143315166      0.143335328       1.40658077E-02
   34.9125862      0.143194601      0.143214822       1.41192619E-02
   34.9419403      0.143074393      0.143094510       1.40582388E-02
   34.9712944      0.142954364      0.142974406       1.40179368E-02
   35.0006447      0.142834410      0.142854512       1.40714254E-02
   35.0299988      0.142714739      0.142734811       1.40623469E-02
   35.0593529      0.142595321      0.142615303       1.40114399E-02
   35.0887070      0.142476097      0.142495990       1.39604285E-02
   35.1180573      0.142356977      0.142376900       1.39930369E-02
   35.1474113      0.142238140      0.142257988       1.39523605E-02
   35.1767654      0.142119452      0.142139271       1.39430463E-02
   35.2061157      0.142001033      0.142020777       1.39022181E-02
   35.2354698      0.141882733      0.141902462       1.39033087E-02
   35.2648239      0.141764760      0.141784340       1.38097946E-02
   35.2941742      0.141646937      0.141666442       1.37686944E-02
   35.3235283      0.141529217      0.141548708       1.37696201E-02
   35.3528824      0.141411707      0.141431183       1.37705263E-02
   35.3822365      0.141294420      0.141313851       1.37503250E-02
   35.4115868      0.141177326      0.141196728       1.37406243E-02
   35.4409409      0.141060412      0.141079783       1.37308901E-02
   35.4702950      0.140943706      0.140963018       1.36999795E-02
   35.4996452      0.140827253      0.140846476       1.36478376E-02
   35.5289993      0.140710890      0.140730113       1.36591224E-02
   35.5583534      0.140594780      0.140613928       1.36174224E-02
   35.5877037      0.140478864      0.140497968       1.35968430E-02
   35.6170578      0.140363052      0.140382171       1.36186741E-02
   35.6464119      0.140247598      0.140266567       1.35236634E-02
   35.6757622      0.140132219      0.140151173       1.35241654E-02
   35.7051163      0.140017077      0.140035957       1.34820882E-02
   35.7344704      0.139902011      0.139920920       1.35144722E-02
   35.7638245      0.139787152      0.139806077       1.35362316E-02
   35.7931747      0.139672637      0.139691442       1.34620024E-02
   35.8225288      0.139558181      0.139576972       1.34623675E-02
   35.8518829      0.139443964      0.139462695       1.34306597E-02
   35.8812332      0.139329985      0.139348611       1.33668007E-02
   35.9105873      0.139216021      0.139234707       1.34205446E-02
   35.9399414      0.139102355      0.139120981       1.33886719E-02
   35.9692917      0.138988972      0.139007464       1.33031281E-02
   35.9986458      0.138875574      0.138894111       1.33461701E-02
   36.0279999      0.138762414      0.138780951       1.33570526E-02
   36.0573540      0.138649523      0.138667971       1.33034596E-02
   36.0867043      0.138536751      0.138555184       1.33035341E-02
   36.1160583      0.138424262      0.138442576       1.32282479E-02
   36.1454124      0.138311848      0.138330147       1.32282274E-02
   36.1747627      0.138199672      0.138217911       1.31958453E-02
   36.2041168      0.138087660      0.138105839       1.31633943E-02
   36.2334709      0.137975827      0.137993962       1.31416712E-02
   36.2628212      0.137864128      0.137882262       1.31523181E-02
   36.2921753      0.137752622      0.137770742       1.31521476E-02
   36.3215294      0.137641355      0.137659401       1.31086623E-02
   36.3508835      0.137530223      0.137548238       1.30975898E-02
   36.3802338      0.137419328      0.137437269       1.30539546E-02
   36.4095879      0.137308568      0.137326464       1.30319344E-02
   36.4389420      0.137197956      0.137215838       1.30315814E-02
   36.4682922      0.137087613      0.137105405       1.29768671E-02
   36.4976463      0.136977315      0.136995137       1.30090667E-02
   36.5270004      0.136867285      0.136885047       1.29759861E-02
   36.5563507      0.136757404      0.136775136       1.29646240E-02
   36.5857048      0.136647701      0.136665404       1.29532265E-02
   36.6150589      0.136538133      0.136555836       1.29636200E-02
   36.6444092      0.136428833      0.136446461       1.29194073E-02
   36.6737633      0.136319697      0.136337250       1.28751080E-02
   36.7031174      0.136210680      0.136228204       1.28635373E-02
   36.7324715      0.136101872      0.136119351       1.28409825E-02
   36.7618217      0.135993302      0.136010677       1.27745513E-02
   36.7911758      0.135884658      0.135902151       1.28724696E-02
   36.8205299      0.135776445      0.135793805       1.27839800E-02
   36.8498802      0.135668322      0.135685652       1.27722053E-02
   36.8792343      0.135560259      0.135577649       1.28263440E-02
   36.9085884      0.135452583      0.135469824       1.27265565E-02
   36.9379387      0.135344982      0.135362178       1.27036516E-02
   36.9672928      0.135237515      0.135254696       1.27027296E-02
   36.9966469      0.135130242      0.135147378       1.26797399E-02
   37.0260010      0.135023117      0.135040238       1.26787648E-02
   37.0553513      0.134916231      0.134933278       1.26335984E-02
   37.0847054      0.134809449      0.134826466       1.26215024E-02
   37.1140594      0.134702861      0.134719834       1.25983106E-02
   37.1434097      0.134596452      0.134613380       1.25750648E-02
   37.1727638      0.134490222      0.134507075       1.25296107E-02
   37.2021179      0.134384051      0.134400949       1.25727663E-02
   37.2314682      0.134278134      0.134295002       1.25604933E-02
   37.2608223      0.134172440      0.134189203       1.24926642E-02
   37.2901764      0.134066790      0.134083569       1.25136198E-02
   37.3195305      0.133961320      0.133978099       1.25234704E-02
   37.3488808      0.133856058      0.133872822       1.25221880E-02
   37.3782349      0.133751065      0.133767679       1.24206347E-02
   37.4075890      0.133646116      0.133662716       1.24192405E-02
   37.4369392      0.133541360      0.133557931       1.24066696E-02
   37.4662933      0.133436725      0.133453280       1.24052325E-02
   37.4956474      0.133332253      0.133348808       1.24149518E-02
   37.5249977      0.133228034      0.133244514       1.23687526E-02
   37.5543518      0.133123890      0.133140355       1.23672364E-02
   37.5837059      0.133019984      0.133036375       1.23208985E-02
   37.6130600      0.132916167      0.132932544       1.23193134E-02
   37.6424103      0.132812589      0.132828906       1.22840516E-02
   37.6717644      0.132709086      0.132725403       1.22936312E-02
   37.7011185      0.132605806      0.132622063       1.22582670E-02
   37.7304688      0.132502660      0.132518888       1.22453216E-02
   37.7598228      0.132399708      0.132415876       1.22098345E-02
   37.7891769      0.132296845      0.132313013       1.22193275E-02
   37.8185272      0.132194251      0.132210329       1.21611925E-02
   37.8478813      0.132091686      0.132107794       1.21931909E-02
   37.8772354      0.131989315      0.132005408       1.21913599E-02
   37.9065857      0.131887227      0.131903201       1.21104298E-02
   37.9359398      0.131785110      0.131801143       1.21650305E-02
   37.9652939      0.131683320      0.131699234       1.20839272E-02
   37.9946480      0.131581575      0.131597489       1.20932702E-02
   38.0239983      0.131480038      0.131495908       1.20686162E-02
   38.0533524      0.131378636      0.131394476       1.20552517E-02
   38.0827065      0.131277397      0.131293193       1.20305028E-02
   38.1120567      0.131176308      0.131192073       1.20170591E-02
   38.1414108      0.131075352      0.131091118       1.20263137E-02
   38.1707649      0.130974665      0.130990297       1.19331880E-02
   38.2001152      0.130873963      0.130889654       1.19879013E-02
   38.2294693      0.130773559      0.130789161       1.19287530E-02
   38.2588234      0.130673230      0.130688801       1.19151091E-02
   38.2881775      0.130573049      0.130588606       1.19128404E-02
   38.3175278      0.130473077      0.130488589       1.18877124E-02
   38.3468819      0.130373180      0.130388692       1.18968207E-02
   38.3762360      0.130273521      0.130288959       1.18487421E-02
   38.4055862      0.130173922      0.130189389       1.18806958E-02
   38.4349403      0.130074516      0.130089968       1.18783209E-02
   38.4642944      0.129975349      0.129990682       1.17956875E-02
   38.4936447      0.129876241      0.129891574       1.18046878E-02
   38.5229988      0.129777282      0.129792601       1.18022086E-02
   38.5523529      0.129678473      0.129693776       1.17997127E-02
   38.5817070      0.129579887      0.129595101       1.17397076E-02
   38.6110573      0.129481360      0.129496589       1.17601454E-02
   38.6404114      0.129382983      0.129398212       1.17690861E-02
   38.6697655      0.129284874      0.129299983       1.16858305E-02
   38.6991158      0.129186809      0.129201919       1.16947005E-02
   38.7284698      0.129088953      0.129103988       1.16458619E-02
   38.7578239      0.128991231      0.129006207       1.16084861E-02
   38.7871742      0.128893554      0.128908589       1.16635142E-02
   38.8165283      0.128796116      0.128811106       1.16376365E-02
   38.8458824      0.128698796      0.128713772       1.16348602E-02
   38.8752327      0.128601640      0.128616586       1.16204796E-02
   38.9045868      0.128504708      0.128519550       1.15480926E-02
   38.9339409      0.128407761      0.128422648       1.15916161E-02
   38.9632950      0.128311038      0.128325909       1.15887420E-02
   38.9926453      0.128214523      0.128229305       1.15277488E-02
   39.0219994      0.128118053      0.128132850       1.15480563E-02
   39.0513535      0.128021777      0.128036529       1.15218284E-02
   39.0807037      0.127925560      0.127940372       1.15770763E-02
   39.1100578      0.127829656      0.127844349       1.14925262E-02
   39.1394119      0.127733812      0.127748474       1.14778224E-02
   39.1687622      0.127638161      0.127652749       1.14280628E-02
   39.1981163      0.127542600      0.127557144       1.14015825E-02
   39.2274704      0.127447084      0.127461702       1.14685735E-02
   39.2568245      0.127351850      0.127366394       1.14186583E-02
   39.2861748      0.127256766      0.127271235       1.13686547E-02
   39.3155289      0.127161771      0.127176210       1.13537153E-02
   39.3448830      0.127066880      0.127081335       1.13739176E-02
   39.3742332      0.126972213      0.126986593       1.13237314E-02
   39.4035873      0.126877651      0.126892000       1.13086859E-02
   39.4329414      0.126783177      0.126797542       1.13288630E-02
   39.4622917      0.126688942      0.126703233       1.12784915E-02
   39.4916458      0.126594722      0.126609057       1.13221891E-02
   39.5209999      0.126500800      0.126515016       1.12363799E-02
   39.5503540      0.126406893      0.126421124       1.12565123E-02
   39.5797043      0.126313150      0.126327366       1.12530710E-02
   39.6090584      0.126219615      0.126233757       1.12023931E-02
   39.6384125      0.126126170      0.126140267       1.11752562E-02
   39.6677628      0.126032814      0.126046941       1.12071745E-02
   39.6971169      0.125939712      0.125953734       1.11326538E-02
   39.7264709      0.125846565      0.125860661       1.12000834E-02
   39.7558212      0.125753641      0.125767753       1.12202046E-02
   39.7851753      0.125660986      0.125674948       1.11099211E-02
   39.8145294      0.125568375      0.125582293       1.10825216E-02
   39.8438797      0.125475854      0.125489786       1.11025656E-02
   39.8732338      0.125383481      0.125397399       1.10988626E-02
   39.9025879      0.125291184      0.125305161       1.11545995E-02
   39.9319420      0.125199184      0.125213042       1.10676009E-02
   39.9612923      0.125107244      0.125121072       1.10519174E-02
   39.9906464      0.125015438      0.125029236       1.10361986E-02
   40.0200005      0.124923773      0.124937527       1.10085197E-02
   40.0493507      0.124832243      0.124845967       1.09927217E-02
   40.0787048      0.124740824      0.124754533       1.09888334E-02
   40.1080589      0.124649569      0.124663226       1.09550459E-02
   40.1374092      0.124558412      0.124572068       1.09630628E-02
   40.1667633      0.124467432      0.124481030       1.09231984E-02
   40.1961174      0.124376543      0.124390125       1.09192012E-02
   40.2254715      0.124285802      0.124299347       1.08972052E-02
   40.2548218      0.124195173      0.124208726       1.09111546E-02
   40.2841759      0.124104686      0.124118216       1.09011028E-02
   40.3135300      0.124014355      0.124027841       1.08730029E-02
   40.3428802      0.123924136      0.123937607       1.08688958E-02
   40.3722343      0.123834044      0.123847492       1.08587565E-02
   40.4015884      0.123744100      0.123757511       1.08365500E-02
   40.4309387      0.123654261      0.123667672       1.08444225E-02
   40.4602928      0.123564616      0.123577952       1.07920058E-02
   40.4896469      0.123475082      0.123488359       1.07515678E-02
   40.5190010      0.123385556      0.123398893       1.08076651E-02
   40.5483513      0.123296238      0.123309575       1.08154938E-02
   40.5777054      0.123207077      0.123220377       1.07930899E-02
   40.6070595      0.123118110      0.123131298       1.07101342E-02
   40.6364098      0.123029202      0.123042367       1.06997099E-02
   40.6657639      0.122940339      0.122953549       1.07437968E-02
   40.6951180      0.122851714      0.122864857       1.06969755E-02
   40.7244682      0.122763164      0.122776315       1.07107591E-02
   40.7538223      0.122674823      0.122687876       1.06395334E-02
   40.7831764      0.122586526      0.122599572       1.06411194E-02
   40.8125305      0.122498393      0.122511394       1.06122885E-02
   40.8418808      0.122410350      0.122423351       1.06199207E-02
   40.8712349      0.122322462      0.122335427       1.05971023E-02
   40.9005890      0.122234695      0.122247629       1.05803348E-02
   40.9299393      0.122147031      0.122159965       1.05879270E-02
   40.9592934      0.122059524      0.122072421       1.05650034E-02
   40.9886475      0.121972129      0.121984996       1.05481436E-02
   41.0179977      0.121884860      0.121897712       1.05434721E-02
   41.0473518      0.121797718      0.121810541       1.05265519E-02
   41.0767059      0.121710651      0.121723488       1.05463210E-02
   41.1060562      0.121623836      0.121636577       1.04742283E-02
   41.1354103      0.121537030      0.121549778       1.04878377E-02
   41.1647644      0.121450365      0.121463105       1.04891872E-02
   41.1941185      0.121363871      0.121376552       1.04475599E-02
   41.2234688      0.121277437      0.121290132       1.04672899E-02
   41.2528229      0.121191196      0.121203825       1.04194190E-02
   41.2821770      0.121105023      0.121117644       1.04206810E-02
   41.3115273      0.121019065      0.121031597       1.03542190E-02
   41.3408813      0.120933056      0.120945655       1.04170190E-02
   41.3702354      0.120847218      0.120859839       1.04429098E-02
   41.3995857      0.120761625      0.120774157       1.03762895E-02
   41.4289398      0.120676100      0.120688580       1.03404336E-02
   41.4582939      0.120590590      0.120603129       1.03971818E-02
   41.4876480      0.120505340      0.120517798       1.03365406E-02
   41.5169983      0.120420128      0.120432600       1.03562260E-02
   41.5463524      0.120335132      0.120347507       1.02830669E-02
   41.5757065      0.120250165      0.120262541       1.02903321E-02
   41.6050568      0.120165393      0.120177701       1.02417991E-02
   41.6344109      0.120080657      0.120092966       1.02490261E-02
   41.6637650      0.119996049      0.120008357       1.02562513E-02
   41.6931152      0.119911529      0.119923875       1.02945408E-02
   41.7224693      0.119827233      0.119839504       1.02396170E-02
   41.7518234      0.119743019      0.119755246       1.02094924E-02
   41.7811775      0.119658895      0.119671114       1.02104442E-02
   41.8105278      0.119574860      0.119587108       1.02425376E-02
   41.8398819      0.119491056      0.119503208       1.01686781E-02
   41.8692360      0.119407311      0.119419426       1.01446174E-02
   41.8985863      0.119323671      0.119335771       1.01392418E-02
   41.9279404      0.119240038      0.119252220       1.02150710E-02
   41.9572945      0.119156711      0.119168788       1.01346932E-02
   41.9866447      0.119073421      0.119085483       1.01292701E-02
   42.0159988      0.118990257      0.119002290       1.01113077E-02
   42.0453529      0.118907169      0.118919209       1.01246368E-02
   42.0747032      0.118824258      0.118836254       1.00940866E-02
   42.1040573      0.118741468      0.118753403       1.00509375E-02
   42.1334114      0.118658766      0.118670665       1.00265527E-02
   42.1627655      0.118576117      0.118588045       1.00586694E-02
   42.1921158      0.118493676      0.118505552       1.00216614E-02
   42.2214699      0.118411288      0.118423164       1.00286342E-02
   42.2508240      0.118329078      0.118340887       9.97894350E-03
   42.2801743      0.118246891      0.118258737       1.00173764E-02
   42.3095284      0.118164867      0.118176691       1.00054173E-02
   42.3388824      0.118082978      0.118094757       9.97450575E-03
   42.3682327      0.118001126      0.118012950       1.00192996E-02
   42.3975868      0.117919534      0.117931239       9.92515869E-03
   42.4269409      0.117837958      0.117849648       9.91938543E-03
   42.4562950      0.117756471      0.117768168       9.93257482E-03
   42.4856453      0.117675051      0.117686808       9.99008864E-03
   42.5149994      0.117593937      0.117605552       9.87662189E-03
   42.5443535      0.117512792      0.117524408       9.88344103E-03
   42.5737038      0.117431775      0.117443390       9.89025831E-03
   42.6030579      0.117350839      0.117362469       9.90977511E-03
   42.6324120      0.117270045      0.117281660       9.90389753E-03
   42.6617622      0.117189415      0.117200971       9.85985901E-03
   42.6911163      0.117108919      0.117120385       9.79030598E-03
   42.7204704      0.117028423      0.117039911       9.81613435E-03
   42.7498245      0.116948046      0.116959542       9.82925016E-03
   42.7791748      0.116867825      0.116879299       9.81687475E-03
   42.8085289      0.116787717      0.116799153       9.79171600E-03
   42.8378830      0.116707705      0.116719119       9.77928005E-03
   42.8672333      0.116627835      0.116639204       9.74765420E-03
   42.8965874      0.116547972      0.116559386       9.79268178E-03
   42.9259415      0.116468370      0.116479680       9.70983226E-03
   42.9552917      0.116388775      0.116400093       9.72287171E-03
   42.9846458      0.116309308      0.116320603       9.71030071E-03
   43.0139999      0.116229936      0.116241224       9.71052237E-03
   43.0433502      0.116150767      0.116161965       9.64018051E-03
   43.0727043      0.116071574      0.116082795       9.66600981E-03
   43.1020584      0.115992472      0.116003737       9.71113332E-03
   43.1314125      0.115913577      0.115924791       9.67275724E-03
   43.1607628      0.115834787      0.115845963       9.64718219E-03
   43.1901169      0.115756050      0.115767226       9.65374336E-03
   43.2194710      0.115677476      0.115688600       9.61522292E-03
   43.2488213      0.115598932      0.115610085       9.64753143E-03
   43.2781754      0.115520582      0.115531676       9.60248709E-03
   43.3075294      0.115442269      0.115453362       9.60900076E-03
   43.3368797      0.115364149      0.115375176       9.55739338E-03
   43.3662338      0.115286060      0.115297079       9.55740456E-03
   43.3955879      0.115208104      0.115219086       9.53154173E-03
   43.4249420      0.115130231      0.115141198       9.52504855E-03
   43.4542923      0.115052506      0.115063429       9.49263480E-03
   43.4836464      0.114974812      0.114985757       9.51848552E-03
   43.5130005      0.114897303      0.114908189       9.47303977E-03
   43.5423508      0.114819795      0.114830732       9.52484738E-03
   43.5717049      0.114742503      0.114753373       9.47283488E-03
   43.6010590      0.114665262      0.114676110       9.45972558E-03
   43.6304092      0.114588067      0.114598975       9.51810461E-03
   43.6597633      0.114511080      0.114521921       9.46595613E-03
   43.6891174      0.114434175      0.114444979       9.43976920E-03
   43.7184715      0.114357352      0.114368133       9.42656863E-03
   43.7478218      0.114280656      0.114291407       9.40682087E-03
   43.7771759      0.114203997      0.114214770       9.43270233E-03
   43.8065300      0.114127465      0.114138238       9.43902694E-03
   43.8358803      0.114051141      0.114061810       9.35390312E-03
   43.8652344      0.113974839      0.113985486       9.34055727E-03
   43.8945885      0.113898635      0.113909259       9.32718534E-03
   43.9239388      0.113822505      0.113833144       9.34651215E-03
   43.9532928      0.113746472      0.113757119       9.35930852E-03
   43.9826469      0.113670543      0.113681197       9.37211327E-03
   44.0120010      0.113594726      0.113605380       9.37836803E-03
   44.0413513      0.113519087      0.113529667       9.31899529E-03
   44.0707054      0.113443427      0.113454051       9.36460868E-03
   44.1000595      0.113367975      0.113378532       9.31170303E-03
   44.1294098      0.113292642      0.113303125       9.25214309E-03
   44.1587639      0.113217339      0.113227807       9.24513675E-03
   44.1881180      0.113142110      0.113152593       9.26445145E-03
   44.2174683      0.113067031      0.113077484       9.24424920E-03
   44.2468224      0.112992026      0.113002464       9.23720002E-03
   44.2761765      0.112917118      0.112927549       9.23672970E-03
   44.3055267      0.112842321      0.112852737       9.22964886E-03
   44.3348808      0.112767570      0.112778015       9.26219020E-03
   44.3642349      0.112693049      0.112703398       9.18238238E-03
   44.3935890      0.112618573      0.112628877       9.14876629E-03
   44.4229393      0.112544142      0.112554461       9.16805398E-03
   44.4522934      0.112469882      0.112480134       9.11449734E-03
   44.4816475      0.112395555      0.112405911       9.21331160E-03
   44.5109978      0.112321518      0.112331785       9.13979951E-03
   44.5403519      0.112247504      0.112257756       9.13255289E-03
   44.5697060      0.112173572      0.112183824       9.13857110E-03
   44.5990562      0.112099811      0.112109996       9.08477791E-03
   44.6284103      0.112026110      0.112036258       9.05750599E-03
